date,installed_capacity,supply_capacity,full_power
2006-12-09,65233,61086,50022
2006-12-10,65233,62333,47885
2006-12-11,65233,64092,54008
2006-12-12,65233,63991,52941
2006-12-13,65233,64144,52796
2006-12-14,65233,63871,53361
2006-12-15,65233,62884,53006
2006-12-16,65233,62096,50458
2006-12-17,65223,63062,48950
2006-12-18,65233,63801,55248
2006-12-20,65233,65047,53669
2006-12-21,65534,65097,53788
2006-12-22,65534,63797,53114
2006-12-23,65534,62454,49919
2006-12-25,65534,63021,47886
2006-12-26,65534,64330,52176
2006-12-27,65334,64330,53070
2006-12-28,65534,64635,55508
2006-12-29,65534,63840,54003
2006-12-30,65534,63254,51396
2006-12-31,65534,63830,47702
2007-01-01,65534,65144,45610
2007-01-02,65534,65585,51305
2007-01-03,65534,66662,52861
2007-01-04,65514,65909,52790
2007-01-05,65514,65891,52616
2007-01-06,65514,65491,51321
2007-01-07,65514,65491,49141
2007-01-08,65514,65607,54753
2007-01-09,65514,65297,54683
2007-01-10,65514,64831,54312
2007-01-11,65514,64831,54657
2007-01-12,65514,64831,54687
2007-01-13,65514,63912,52184
2007-01-14,65514,62628,49782
2007-01-15,65514,61952,55066
2007-01-16,65514,62543,54399
2007-01-17,65514,63418,53672
2007-01-18,65514,63118,54064
2007-01-19,65514,62868,53927
2007-01-20,65514,62162,50630
2007-01-21,65514,62162,48293
2007-01-22,65514,63924,53724
2007-01-23,65514,63942,53683
2007-01-24,65514,63942,53453
2007-01-25,65514,63942,53636
2007-01-26,65514,63928,53845
2007-01-27,65514,63462,50696
2007-01-28,65514,63462,48521
2007-01-29,65514,63635,54090
2007-01-30,65514,64482,54663
2007-01-31,65514,64116,54626
2007-02-01,65514,64281,55402
2007-02-02,65514,63981,55071
2007-02-03,65514,63716,52482
2007-02-04,65514,63770,48825
2007-02-05,65514,62359,53613
2007-02-06,65514,60856,52646
2007-02-07,65514,60532,52411
2007-02-08,65514,61374,52495
2007-02-09,65514,61754,52746
2007-02-10,65514,59397,49842
2007-02-11,65514,60116,47620
2007-02-12,65514,61494,53266
2007-02-13,65514,61595,53548
2007-02-14,65514,62371,54222
2007-02-15,65514,62571,53771
2007-02-16,65514,62834,51247
2007-02-17,65514,62274,45801
2007-02-18,65514,62785,39596
2007-02-19,65514,62785,39596
2007-02-20,65514,60870,46246
2007-02-21,65514,60916,50523
2007-02-22,65514,61413,51563
2007-02-23,65514,61454,52025
2007-02-24,65514,60286,48844
2007-02-25,65514,60286,46255
2007-02-26,65514,60990,51578
2007-02-27,65514,61099,51351
2007-02-28,66037,60707,50771
2007-03-01,66037,60006,48345
2007-03-02,66037,59887,50297
2007-03-03,66037,59006,47119
2007-03-04,66037,59581,44937
2007-03-05,66037,60290,53762
2007-03-06,66037,60433,54396
2007-03-07,66037,60383,54041
2007-03-08,66037,60522,53245
2007-03-09,66037,60522,52526
2007-03-10,66037,59346,50077
2007-03-11,66037,59419,47720
2007-03-12,66037,59920,52923
2007-03-13,66037,59828,52735
2007-03-14,66037,59364,52311
2007-03-15,66037,58692,51963
2007-03-16,66037,59105,51638
2007-03-17,66037,58505,48400
2007-03-18,66037,58390,46116
2007-03-19,66037,59200,51972
2007-03-20,66167,59559,52064
2007-03-21,66167,59703,51900
2007-03-22,66167,59402,51596
2007-03-23,66167,59652,50399
2007-03-24,66167,59631,47642
2007-03-25,66167,59765,45010
2007-03-26,66167,59481,50495
2007-03-27,66167,60132,50637
2007-03-28,66167,60135,50364
2007-03-29,66167,61252,50695
2007-03-30,66167,61288,49895
2007-03-31,66167,59261,46890
2007-04-01,66167,59020,44458
2007-04-02,66167,59499,50387
2007-04-03,66167,59573,50750
2007-04-04,66167,59598,50387
2007-04-05,66167,59107,49793
2007-04-06,66167,58963,49193
2007-04-07,66167,57203,45996
2007-04-08,66167,57834,44324
2007-04-09,66167,58999,48927
2007-04-10,66167,59199,49231
2007-04-11,66167,59267,48804
2007-04-12,66167,59474,48860
2007-04-13,66167,58424,48678
2007-04-14,66167,57476,45352
2007-04-15,66167,58194,43540
2007-04-16,66167,59777,49220
2007-04-17,66167,59383,49416
2007-04-18,66167,58630,49128
2007-04-19,66167,59528,48635
2007-04-20,66167,59785,48523
2007-04-21,66167,58008,44603
2007-04-22,66167,56513,43033
2007-04-23,66167,57334,47957
2007-04-24,66167,58205,48390
2007-04-25,66167,58330,47768
2007-04-26,66167,57737,47848
2007-04-27,66167,58224,47380
2007-04-28,66167,56654,43641
2007-04-29,66167,56624,41734
2007-04-30,66167,57561,46566
2007-05-01,66167,58327,44748
2007-05-02,66167,57283,46980
2007-05-03,66167,57069,47818
2007-05-04,66167,57417,46928
2007-05-05,66167,58203,42554
2007-05-06,66167,57354,41572
2007-05-07,66167,57373,47691
2007-05-08,66167,57014,48343
2007-05-09,66167,57332,48240
2007-05-10,66167,56014,47986
2007-05-11,66167,56456,47697
2007-05-12,66167,55185,44727
2007-05-13,66167,55985,41961
2007-05-14,66167,56785,47849
2007-05-15,66167,55985,47992
2007-05-16,66167,55950,48066
2007-05-17,66167,56288,47865
2007-05-18,66167,56442,47557
2007-05-19,66167,55569,43957
2007-05-20,66167,55298,41560
2007-05-21,66167,58295,47770
2007-05-22,66167,58383,48292
2007-05-23,66167,58035,48294
2007-05-24,66167,58507,45392
2007-05-25,66167,58826,47395
2007-05-26,66167,58396,43974
2007-05-27,66167,57805,41604
2007-05-28,66167,59460,48731
2007-05-29,66167,60497,48714
2007-05-30,66167,60495,47871
2007-05-31,66167,58498,49166
2007-06-01,66673,59405,47696
2007-06-02,66673,58824,44827
2007-06-03,66673,58935,41893
2007-06-04,66673,60517,50104
2007-06-05,66673,61049,49696
2007-06-06,66673,60842,46001
2007-06-07,66673,60677,50041
2007-06-08,66673,60113,50084
2007-06-09,66673,58865,44573
2007-06-10,66673,59005,42197
2007-06-11,66673,61610,51890
2007-06-12,66673,61998,52459
2007-06-13,66673,61492,51707
2007-06-14,66673,61347,51176
2007-06-15,66673,59723,50677
2007-06-16,66673,58011,46484
2007-06-17,66673,59836,42762
2007-06-18,66673,60902,53508
2007-06-19,66673,61171,54527
2007-06-20,66673,61450,55016
2007-06-21,66673,61609,52620
2007-06-22,66673,59334,53477
2007-06-23,66673,58034,48084
2007-06-24,66673,60204,43047
2007-06-25,66673,60814,51570
2007-06-26,66673,60875,54551
2007-06-27,66673,61442,55800
2007-06-28,66673,61962,55659
2007-06-29,66673,61812,53249
2007-06-30,66673,60254,48170
2007-07-01,66673,62365,42444
2007-07-02,66673,63833,51075
2007-07-03,66673,63724,53385
2007-07-04,66673,62692,51555
2007-07-05,66673,62724,53249
2007-07-06,66673,63765,54093
2007-07-07,66673,63245,49036
2007-07-08,66673,62975,45148
2007-07-09,66673,63765,53833
2007-07-10,66673,63765,51588
2007-07-11,66673,63765,51130
2007-07-12,66673,63732,54189
2007-07-13,66673,63765,54314
2007-07-14,66673,63808,46809
2007-07-15,66673,64087,44106
2007-07-16,66673,63999,50296
2007-07-17,66673,64250,47556
2007-07-18,66673,63493,55774
2007-07-19,66673,62919,53691
2007-07-20,66673,63769,54439
2007-07-21,66673,63342,47133
2007-07-22,66673,63958,44004
2007-07-23,66673,64731,53359
2007-07-24,66673,64731,53655
2007-07-25,66673,64731,54925
2007-07-26,66673,64731,56929
2007-07-27,66673,65321,57913
2007-07-28,66673,63167,51138
2007-07-29,66673,63538,45338
2007-07-30,66673,64854,53122
2007-07-31,66673,64594,53112
2007-08-01,66673,65741,52123
2007-08-02,66673,66586,52180
2007-08-03,66673,66895,52597
2007-08-04,66673,66398,45846
2007-08-05,66673,66458,44620
2007-08-06,67196,66929,51374
2007-08-07,67196,66929,51701
2007-08-08,67196,66251,52869
2007-08-09,67196,65696,56308
2007-08-10,67196,65756,57432
2007-08-11,67196,64718,52383
2007-08-12,67196,65825,46532
2007-08-13,67196,66704,57454
2007-08-14,67196,66704,57455
2007-08-15,67196,66704,52530
2007-08-16,67196,66704,59925
2007-08-17,67196,66975,60603
2007-08-18,67196,66975,54787
2007-08-19,67196,66852,49080
2007-08-20,67196,66006,61545
2007-08-21,67196,66778,62285
2007-08-22,67196,66743,61661
2007-08-23,97196,66613,60529
2007-08-24,67196,66613,61511
2007-08-25,67196,65238,56418
2007-08-26,67196,66046,50541
2007-08-27,67196,66785,61604
2007-08-28,67196,67027,60092
2007-08-29,67196,66718,55558
2007-08-30,67196,66718,52947
2007-08-31,67196,66718,52790
2007-09-01,67196,63604,46815
2007-09-02,67196,62759,42545
2007-09-03,67196,64369,52027
2007-09-04,67196,64768,51847
2007-09-05,67196,64768,51041
2007-09-06,67196,64144,50204
2007-09-07,67196,63149,51134
2007-09-08,67196,61586,47020
2007-09-09,67196,61766,43371
2007-09-10,67196,62677,53671
2007-09-11,67196,61695,54045
2007-09-12,67196,62264,54931
2007-09-13,67196,62801,54424
2007-09-14,67196,61775,52905
2007-09-15,67196,61318,48419
2007-09-16,67196,60116,43409
2007-09-17,67196,61140,53153
2007-09-18,67196,61612,52524
2007-09-19,67196,61281,55475
2007-09-20,67196,61505,57220
2007-09-21,67196,61562,54409
2007-09-22,67196,60470,45931
2007-09-23,67196,60552,41191
2007-09-24,67196,60552,36266
2007-09-25,67196,60509,34024
2007-09-26,67191,61695,37671
2007-09-27,67196,59894,47539
2007-09-28,67196,59794,48630
2007-09-29,67196,59035,45188
2007-09-30,67196,58775,42970
2007-10-01,67196,58824,50325
2007-10-02,67196,58685,50772
2007-10-03,67196,58355,47283
2007-10-04,67196,59380,51328
2007-10-05,67196,59376,50563
2007-10-06,67196,57675,45538
2007-10-07,67196,58147,43032
2007-10-08,67196,57582,49993
2007-10-09,67196,59640,50030
2007-10-10,67196,60030,49685
2007-10-11,67196,59806,50044
2007-10-12,67196,59806,49564
2007-10-13,67196,58889,43556
2007-10-14,67196,59203,42218
2007-10-15,67196,59892,49677
2007-10-16,67196,59759,50304
2007-10-17,67196,59401,49931
2007-10-18,67196,59366,50465
2007-10-19,67196,59641,49968
2007-10-20,67196,59474,46161
2007-10-21,67196,60922,44221
2007-10-22,67196,60500,50931
2007-10-23,67196,60500,51294
2007-10-24,67196,60255,50696
2007-10-25,67196,60744,51527
2007-10-26,67196,60037,50600
2007-10-27,67196,60426,45476
2007-10-28,67196,61044,43781
2007-10-29,67196,59733,51868
2007-10-30,67196,59905,51878
2007-10-31,67196,60987,51051
2007-11-01,67196,61721,51877
2007-11-02,67196,60810,51060
2007-11-03,67196,61293,46908
2007-11-04,67196,62153,45334
2007-11-05,67196,63402,52597
2007-11-06,67196,62503,52394
2007-11-07,67196,63172,51526
2007-11-08,67196,62524,52619
2007-11-09,67196,63948,52023
2007-11-10,67196,63207,47364
2007-11-11,67196,62364,45593
2007-11-12,67196,63489,52675
2007-11-13,67196,63499,53429
2007-11-14,67196,62842,52620
2007-11-15,67196,63072,53330
2007-11-16,67196,62479,53659
2007-11-17,67196,62880,49761
2007-11-18,67196,62880,49039
2007-11-19,67196,64146,57109
2007-11-20,67196,63707,57121
2007-11-21,67196,63838,56200
2007-11-22,67196,62267,56751
2007-11-23,67196,62506,55282
2007-11-24,67196,61440,50556
2007-11-25,67196,62675,48314
2007-11-26,67196,62465,55642
2007-11-27,67196,62536,56595
2007-11-28,67196,62608,55304
2007-11-29,67196,62820,55383
2007-11-30,67196,62794,55687
2007-12-01,68251,63031,51225
2007-12-02,68251,62102,49294
2007-12-03,68251,64130,57308
2007-12-04,68251,63552,58472
2007-12-05,68251,64312,57850
2007-12-06,68251,64313,58111
2007-12-07,68251,64371,57111
2007-12-08,68251,63478,53024
2007-12-09,68251,63844,50577
2007-12-10,68251,64355,57998
2007-12-11,68251,65049,56820
2007-12-12,68251,65049,56912
2007-12-13,68251,65169,58007
2007-12-14,68251,65754,57331
2007-12-15,68251,65464,53078
2007-12-16,68251,65189,51085
2007-12-17,68251,65999,58122
2007-12-18,68251,65999,58004
2007-12-19,68251,65756,54261
2007-12-20,68251,65827,57655
2007-12-21,68251,66380,57435
2007-12-22,68251,65627,52512
2007-12-23,68251,65321,50655
2007-12-24,68251,66106,55712
2007-12-25,68251,65841,51564
2007-12-26,68251,65631,55063
2007-12-27,68251,65510,55390
2007-12-28,68251,65434,55008
2007-12-29,68251,65959,52227
2007-12-30,68251,66544,51955
2007-12-31,68268,66544,52130
2008-01-01,68268,64958,50746
2008-01-02,68268,65551,57226
2008-01-03,68268,65811,58416
2008-01-05,68268,66011,53553
2008-01-06,68268,65213,50859
2008-01-07,68268,65478,57725
2008-01-08,68268,65926,57520
2008-01-09,68268,66131,57507
2008-01-10,68268,66374,57368
2008-01-11,68268,65978,58615
2008-01-12,68268,66283,53238
2008-01-13,68268,66283,51660
2008-01-14,68268,65926,58961
2008-01-15,68268,66176,59445
2008-01-16,68268,65626,59938
2008-01-17,68268,65682,60947
2008-01-18,68268,66204,60497
2008-01-19,68268,65391,55656
2008-01-20,68268,64870,52086
2008-01-21,68268,65308,59762
2008-01-22,68268,66176,59449
2008-01-23,68268,66190,58738
2008-01-24,68268,66664,60256
2008-01-25,68268,66548,60502
2008-01-26,68268,65489,55430
2008-01-27,68268,65789,52242
2008-01-28,68268,66688,59758
2008-01-29,68268,66688,59673
2008-01-30,68268,66688,59425
2008-01-31,68268,66668,59887
2008-02-01,68275,65944,59181
2008-02-02,68275,64942,55263
2008-02-03,68275,65342,53137
2008-02-04,68275,64432,58788
2008-02-05,68275,64868,57215
2008-02-06,68275,65234,50720
2008-02-07,68275,65140,44834
2008-02-08,68275,65140,46181
2008-02-09,68275,64803,49381
2008-02-10,68275,64803,50693
2008-02-11,68275,64893,58683
2008-02-12,68275,65727,60610
2008-02-13,68275,66308,60742
2008-02-14,68275,67153,59689
2008-02-15,68275,67701,59398
2008-02-16,68275,68794,55263
2008-02-17,68275,67460,52431
2008-02-18,68275,67501,59464
2008-02-19,68275,67945,59172
2008-02-20,68275,67684,57809
2008-02-21,68275,67190,57611
2008-02-22,68275,67190,56256
2008-02-23,68275,66389,53860
2008-02-24,68275,66657,51214
2008-02-25,68275,66084,58710
2008-02-26,68275,66092,58583
2008-02-27,68275,65811,58316
2008-02-28,68275,66118,57146
2008-02-29,68275,66294,56460
2008-03-01,68818,64676,51472
2008-03-02,68818,65598,49323
2008-03-03,68818,65293,55959
2008-03-04,68818,65771,56791
2008-03-05,68818,66001,56405
2008-03-06,68818,66253,56686
2008-03-07,68818,65726,55272
2008-03-08,68818,64490,51355
2008-03-09,68818,64654,48347
2008-03-10,68818,64666,54304
2008-03-11,68818,64657,53493
2008-03-12,68818,64280,52902
2008-03-13,68818,63410,53367
2008-03-14,68818,64021,52608
2008-03-15,68818,62935,48826
2008-03-16,68818,63699,46921
2008-03-17,68818,63619,52728
2008-03-18,68818,63717,52375
2008-03-19,68818,63448,51986
2008-03-20,68818,63840,52082
2008-03-21,68818,64319,51247
2008-03-22,68818,62563,47792
2008-03-23,68818,63544,46790
2008-03-24,68818,62640,52477
2008-03-25,68818,62762,53713
2008-03-26,68818,63615,52591
2008-03-27,68818,64447,53503
2008-03-28,68818,64436,52319
2008-03-29,68818,63088,49355
2008-03-30,68818,63088,47102
2008-03-31,68818,64412,52885
2008-04-01,68888,64354,52288
2008-04-02,68888,63953,52796
2008-04-03,68888,64086,51957
2008-04-04,68888,63504,51128
2008-04-05,68888,61917,46960
2008-04-06,68888,61376,44811
2008-04-07,68888,61881,50947
2008-04-08,68888,62545,50088
2008-04-09,68888,62012,49498
2008-04-10,68888,62174,50647
2008-04-11,68888,62240,50197
2008-04-12,68888,60953,46686
2008-04-13,68888,61665,45118
2008-04-14,68888,61952,50560
2008-04-15,68888,61751,50308
2008-04-16,68888,61755,49796
2008-04-17,68888,61975,50420
2008-04-18,68888,61570,49927
2008-04-19,68888,61430,45571
2008-04-20,68888,63027,43643
2008-04-21,68888,61855,50125
2008-04-22,68888,61855,50544
2008-04-23,68888,62516,50075
2008-04-24,68888,62822,50448
2008-04-25,68888,62466,50045
2008-04-26,68888,62272,47023
2008-04-27,68888,61065,45436
2008-04-28,68888,61652,50053
2008-04-29,68888,61534,50352
2008-04-30,68888,61800,49554
2008-05-01,68888,61793,45929
2008-05-02,68888,61793,48810
2008-05-03,68888,61069,45088
2008-05-04,68888,59718,42349
2008-05-05,68888,61426,44025
2008-05-06,68888,61510,49947
2008-05-07,68888,61496,49733
2008-05-08,68888,61228,49958
2008-05-09,68888,61547,49592
2008-05-10,68888,60990,46252
2008-05-11,68888,60122,43239
2008-05-12,68888,61438,45738
2008-05-13,68888,60910,50306
2008-05-14,68888,60917,49830
2008-05-15,68888,61959,50304
2008-05-16,68888,62052,49825
2008-05-17,68888,60978,46686
2008-05-18,68888,60640,43986
2008-05-19,68888,60791,49408
2008-05-20,68888,61567,49854
2008-05-21,68888,62342,49755
2008-05-22,68888,62367,50636
2008-05-23,68888,62901,51246
2008-05-24,68888,62834,47098
2008-05-25,68888,62163,43497
2008-05-26,68888,63198,50839
2008-05-27,68888,62784,52362
2008-05-28,68888,62765,51264
2008-05-29,68888,62386,52633
2008-05-30,68888,62543,50815
2008-05-31,68888,61568,46173
2008-06-01,69825,62168,43590
2008-06-02,69825,63718,50590
2008-06-03,69825,64253,51159
2008-06-04,69825,64571,50186
2008-06-05,69825,64571,49944
2008-06-06,69825,62436,46629
2008-06-07,69825,61202,44884
2008-06-08,69825,61159,42900
2008-06-09,69825,63034,52099
2008-06-10,69825,62299,53545
2008-06-11,69825,62526,53566
2008-06-12,69825,63683,54429
2008-06-13,69825,64275,54109
2008-06-14,69825,63414,48565
2008-06-15,69825,64487,43806
2008-06-16,69825,66350,52061
2008-06-17,70353,65828,52241
2008-06-18,70353,65069,52571
2008-06-19,70353,64919,52780
2008-06-20,70353,66154,54719
2008-06-21,70353,64885,49383
2008-06-22,70353,65310,44551
2008-06-23,70353,65376,53081
2008-06-24,70353,66113,53570
2008-06-25,70353,66463,54365
2008-06-26,70353,66680,54934
2008-06-27,70353,67065,55504
2008-06-28,70353,66222,49013
2008-06-29,70353,65248,44366
2008-06-30,70353,66014,53872
2008-07-01,70353,66228,54770
2008-07-02,70353,66228,54465
2008-07-03,70353,64887,55081
2008-07-04,70353,65629,57398
2008-07-05,70353,65981,51356
2008-07-06,70353,65764,48583
2008-07-07,70353,67260,60234
2008-07-08,70353,66999,62248
2008-07-09,70353,68084,62478
2008-07-10,70353,68146,61343
2008-07-11,70353,68146,61017
2008-07-12,70353,64413,52976
2008-07-13,70353,66250,49076
2008-07-14,70353,68379,62466
2008-07-15,70353,68519,62794
2008-07-16,70353,68519,60383
2008-07-17,70353,68605,60563
2008-07-18,70353,68514,61548
2008-07-19,70353,67987,53759
2008-07-20,70353,67482,48457
2008-07-21,70353,69313,57878
2008-07-22,70353,68250,57800
2008-07-23,70353,67705,58277
2008-07-24,70353,67655,58152
2008-07-25,70353,68143,56714
2008-07-26,70353,67498,49984
2008-07-27,70353,67247,47876
2008-07-28,70353,69995,58289
2008-07-29,70353,69707,59775
2008-07-30,70353,70789,56464
2008-07-31,70353,71026,55427
2008-08-01,70353,70910,53939
2008-08-02,70353,70819,47745
2008-08-03,70353,70569,46960
2008-08-04,70353,71393,55879
2008-08-05,70353,70927,57858
2008-08-06,70353,71407,58157
2008-08-07,70353,71407,58978
2008-08-08,70353,70799,60439
2008-08-09,70353,70310,55237
2008-08-10,70353,69644,52291
2008-08-11,70353,71155,62511
2008-08-12,70353,71055,61263
2008-08-13,70353,71663,61271
2008-08-14,70353,71896,61297
2008-08-15,70353,70799,53341
2008-08-16,70353,70443,47768
2008-08-17,70353,70632,45791
2008-08-18,70353,71618,56804
2008-08-19,70353,72090,55990
2008-08-20,70353,71669,55810
2008-08-21,70353,72081,54501
2008-08-22,70353,72081,52535
2008-08-23,70353,71682,48272
2008-08-24,70353,71027,45618
2008-08-25,70353,71946,55985
2008-08-26,70353,71989,55634
2008-08-27,70353,71609,55526
2008-08-28,70353,71055,56509
2008-08-29,70353,71055,57413
2008-08-30,70353,70185,50791
2008-08-31,70353,69830,46536
2008-09-01,70353,69487,55319
2008-09-02,70353,69259,54917
2008-09-03,70353,69242,56596
2008-09-04,70353,68237,55735
2008-09-05,70353,67087,55678
2008-09-06,70353,65058,50723
2008-09-07,70353,64329,47856
2008-09-08,70353,66255,58219
2008-09-09,70353,66651,58222
2008-09-10,70353,66651,57585
2008-09-11,70353,66798,56543
2008-09-12,70353,66831,53880
2008-09-13,70353,65285,40415
2008-09-14,70353,65285,36649
2008-09-15,70353,65285,40474
2008-09-16,70353,63881,48715
2008-09-17,70353,63025,55875
2008-09-18,70353,63772,58510
2008-09-20,70353,61592,50966
2008-09-21,70353,60969,46749
2008-09-22,70353,62601,55430
2008-09-23,70353,62579,55246
2008-09-24,70353,62579,54257
2008-09-25,70353,62196,52810
2008-09-26,70353,62373,50569
2008-09-27,70353,59998,45245
2008-09-28,70353,60498,43200
2008-09-29,70353,60674,51196
2008-09-30,70353,60968,51544
2008-10-01,70532,60619,51896
2008-10-02,70532,60759,52025
2008-10-03,70532,59990,47912
2008-10-04,70532,59937,45894
2008-10-05,70532,59989,43884
2008-10-06,70532,61178,52714
2008-10-07,70532,61885,52885
2008-10-08,70532,61754,52454
2008-10-09,70532,61368,53188
2008-10-10,70532,61396,52481
2008-10-11,70532,60412,45675
2008-10-12,70532,60019,43606
2008-10-13,70532,62873,52237
2008-10-14,70532,63476,52584
2008-10-15,70532,64464,52185
2008-10-16,70532,64260,53132
2008-10-17,70532,63969,52452
2008-10-18,70532,61985,46470
2008-10-19,70532,61215,43324
