date,installed_capacity,supply_capacity,full_power
2008-11-10,70532,64701,52275
2008-11-11,70532,64541,52333
2008-11-12,70532,64560,51936
2008-11-13,70532,64369,52308
2008-11-14,70532,64569,51827
2008-11-15,70532,63653,46763
2008-11-16,70532,64057,45711
2008-11-17,70532,65095,54182
2008-11-18,70532,65095,56698
2008-11-19,70532,65095,57764
2008-11-20,70532,66372,57842
2008-11-21,70532,66499,55584
2008-11-22,70532,65282,51154
2008-11-23,70532,64903,47759
2008-11-24,70532,65382,55482
2008-11-25,70532,65305,55377
2008-11-26,70532,64949,54918
2008-11-27,70532,65471,55778
2008-11-28,70532,65492,54036
2008-11-29,70532,66653,50352
2008-11-30,70532,66510,48331
2008-12-01,71486,66666,54708
2008-12-02,71486,66227,54121
2008-12-03,71486,65595,54992
2008-12-04,71486,66359,55230
2008-12-05,71486,66954,58476
2008-12-06,71486,65863,54297
2008-12-07,71486,66573,51494
2008-12-08,71486,67844,58120
2008-12-09,71486,68629,56160
2008-12-10,71486,68922,54907
2008-12-11,71486,68626,55168
2008-12-12,71486,67980,55350
2008-12-13,71486,66549,51162
2008-12-14,71486,67057,50053
2008-12-15,71989,68773,57043
2008-12-16,71989,69021,57017
2008-12-17,71989,68225,55973
2008-12-18,71989,67748,56081
2008-12-19,71989,68219,56927
2008-12-20,71989,67640,50921
2008-12-21,71989,68482,50362
2008-12-22,71989,69627,58636
2008-12-23,71989,68757,57634
2008-12-24,71989,68703,56856
2008-12-25,71989,68103,51739
2008-12-26,71989,68461,55113
2008-12-27,71989,67424,50870
2008-12-28,72490,67224,48901
2008-12-29,72490,67908,54390
2008-12-30,72490,68778,54279
2008-12-31,72490,68857,52857
2009-01-01,72480,68242,48935
2009-01-02,72480,68188,51611
2009-01-03,72480,68188,50753
2009-01-04,72480,68190,50030
2009-01-05,72480,68715,58542
2009-01-06,72480,68105,59647
2009-01-07,72480,68527,59337
2009-01-08,72480,68758,59984
2009-01-09,72480,68584,59885
2009-01-10,72480,67483,55131
2009-01-11,72480,68178,53691
2009-01-12,72480,68748,62645
2009-01-13,72480,68768,62269
2009-01-14,72480,68258,62245
2009-01-15,72480,69404,62529
2009-01-16,72480,69177,61837
2009-01-17,72480,67833,55500
2009-01-18,72480,69321,51885
2009-01-19,72480,70241,59680
2009-01-20,72480,70217,59848
2009-01-21,72480,70262,59758
2009-01-22,72480,70302,58567
2009-01-23,72480,69461,59718
2009-01-24,72480,69170,54653
2009-01-25,72480,68445,50320
2009-01-26,72480,67345,45285
2009-01-27,72480,67895,46881
2009-01-28,72480,69105,50578
2009-01-29,72480,69396,56164
2009-01-30,72480,69436,56144
2009-01-31,72480,69532,50216
2009-02-01,72480,68218,48964
2009-02-02,72480,69678,56736
2009-02-03,72480,69714,56138
2009-02-04,72480,68662,56833
2009-02-05,72480,68662,56451
2009-02-06,72480,68160,56551
2009-02-07,72480,67635,50784
2009-02-08,72480,67267,49128
2009-02-09,72480,68927,56477
2009-02-10,72480,67440,56561
2009-02-11,72480,67521,55997
2009-02-12,72480,68399,55577
2009-02-13,72480,68292,53346
2009-02-14,72480,67336,49870
2009-02-15,72480,67848,50996
2009-02-16,72480,68948,59293
2009-02-17,72480,68667,59849
2009-02-18,72480,68410,59360
2009-02-19,72480,68124,59123
2009-02-20,72480,68079,58205
2009-02-21,72480,68386,54137
2009-02-22,72480,67607,50234
2009-02-23,72480,67811,56655
2009-02-25,72480,67768,54976
2009-02-26,72480,68049,55960
2009-02-27,72480,68015,55303
2009-03-01,72480,67821,48955
2009-03-02,72480,67359,55584
2009-03-03,72480,66650,58047
2009-03-04,72480,66911,56892
2009-03-05,72480,66910,56488
2009-03-06,72480,66910,55993
2009-03-07,72480,66720,51479
2009-03-08,72480,65620,48870
2009-03-09,72480,66107,55402
2009-03-10,72480,65907,55381
2009-03-11,72480,65993,56506
2009-03-12,72480,66369,55223
2009-03-13,72480,66369,56322
2009-03-14,72480,66535,52205
2009-03-15,72480,65919,49085
2009-03-16,72480,66444,54969
2009-03-17,72480,66471,53677
2009-03-18,72480,66235,52245
2009-03-19,72480,66805,52109
2009-03-20,72480,66911,51983
2009-03-21,72480,66388,47092
2009-03-22,72480,65288,46749
2009-03-23,72480,66114,53588
2009-03-24,72480,65744,54655
2009-03-25,72480,65652,55075
2009-03-26,72480,65614,55822
2009-03-27,72480,65978,54917
2009-03-28,72480,66196,49470
2009-03-29,72480,66471,47295
2009-03-30,72480,66211,53448
2009-03-31,72480,65335,53220
2009-04-01,72629,64373,54063
2009-04-02,72629,64944,53453
2009-04-03,72629,64944,53216
2009-04-04,72629,65417,48270
2009-04-05,72629,65503,46563
2009-04-06,72629,65456,52194
2009-04-07,72629,65412,51864
2009-04-08,72629,65509,50873
2009-04-09,72629,65475,51342
2009-04-10,72629,66420,50469
2009-04-11,72629,64831,45953
2009-04-12,72629,65105,44195
2009-04-13,72629,65207,51012
2009-04-14,72629,65343,51223
2009-04-15,72629,65150,52067
2009-04-16,72629,64654,52041
2009-04-17,72629,64437,50395
2009-04-18,72629,62344,46026
2009-04-19,72629,63252,44250
2009-04-20,72629,63853,51592
2009-04-21,72629,62805,51821
2009-04-22,72629,62704,51114
2009-04-23,72629,63078,50994
2009-04-24,72629,62390,51051
2009-04-25,72629,62296,47911
2009-04-26,72629,62548,46033
2009-04-27,72629,63753,50850
2009-04-28,72629,64272,50488
2009-04-29,72629,64272,50407
2009-04-30,72629,64894,49883
2009-05-01,72629,65034,44695
2009-05-02,72629,64244,44498
2009-05-03,72629,65011,43294
2009-05-04,72629,64661,46825
2009-05-05,72629,64661,45938
2009-05-06,72629,64670,50629
2009-05-07,72629,64131,50939
2009-05-08,72629,64521,51616
2009-05-09,72629,64621,46862
2009-05-10,72629,63609,44429
2009-05-11,72629,64658,51536
2009-05-12,72629,64893,51589
2009-05-13,72629,65448,50794
2009-05-14,72629,65764,51338
2009-05-15,72629,66289,51309
2009-05-16,72629,65963,46813
2009-05-17,72629,66351,44125
2009-05-18,72629,66892,50268
2009-05-19,72629,66776,51397
2009-05-20,72629,66056,51936
2009-05-21,72629,67941,51324
2009-05-22,72629,67548,50554
2009-05-23,726290,66748,46280
2009-05-24,72629,66887,43964
2009-05-25,72629,67149,51954
2009-05-26,72629,67145,53033
2009-05-27,73148,67760,53197
2009-05-28,73148,67546,53065
2009-05-29,73148,67036,52423
2009-05-30,73148,67257,45709
2009-05-31,73148,67800,43278
2009-06-01,73148,67479,52570
2009-06-02,73148,67279,53777
2009-06-03,73148,65041,52061
2009-06-04,73148,66364,52843
2009-06-05,73148,67020,53327
2009-06-06,73148,66663,46358
2009-06-07,73148,67340,44363
2009-06-08,73148,68169,53265
2009-06-09,73188,68272,52890
2009-06-10,73188,68209,53202
2009-06-11,73188,68046,53343
2009-06-12,73188,68132,53345
2009-06-13,73188,67725,47722
2009-06-14,73697,68052,44854
2009-06-15,73697,68313,53958
2009-06-16,73697,68548,54676
2009-06-17,73697,68012,54583
2009-06-18,73697,68353,56457
2009-06-19,73697,68099,58037
2009-06-20,73697,67151,50328
2009-06-21,73697,67802,48082
2009-06-22,73697,67655,55864
2009-06-23,73697,68338,57052
2009-06-24,73697,68172,57728
2009-06-25,73697,68072,58049
2009-06-26,73697,68283,58901
2009-06-27,73697,68158,52277
2009-06-28,73697,68683,48267
2009-06-29,73697,68363,60129
2009-06-30,73697,69656,58911
2009-07-01,73372,69323,56781
2009-07-02,73372,68859,55640
2009-07-03,73372,69123,56383
2009-07-04,73372,69628,50224
2009-07-05,73372,69628,47811
2009-07-07,73372,70609,57469
2009-07-08,73372,70609,60557
2009-07-09,73372,70525,58746
2009-07-10,73372,71118,58622
2009-07-11,73372,69624,51127
2009-07-12,73372,69924,47301
2009-07-13,73372,71511,58453
2009-07-14,73372,71511,60415
2009-07-15,73372,71385,56502
2009-07-16,73372,71490,59022
2009-07-17,73372,72040,59107
2009-07-18,73372,70402,53370
2009-07-19,73372,71052,49323
2009-07-20,73372,72113,60801
2009-07-21,73372,72761,59550
2009-07-22,73372,72761,58226
2009-07-23,73372,72761,58743
2009-07-24,73372,72761,57224
2009-07-25,73372,71050,49542
2009-07-26,73372,71050,46625
2009-07-27,73372,72953,57585
2009-07-28,73372,72953,56991
2009-07-29,73372,72953,57923
2009-07-30,73372,72953,58389
2009-07-31,73372,72002,56611
2009-08-01,73372,71652,47347
2009-08-02,73372,72002,46763
2009-08-03,73372,72969,49338
2009-08-04,73372,72969,52668
2009-08-05,73373,72969,54900
2009-08-06,73372,72082,57014
2009-08-07,73372,72082,57052
2009-08-08,73372,72990,52192
2009-08-09,73372,72990,50348
2009-08-10,73372,72990,60492
2009-08-11,73372,72990,57619
2009-08-12,73372,72990,58564
2009-08-13,73372,72990,60699
2009-08-14,73372,72990,60730
2009-08-15,73372,72002,52995
2009-08-16,73372,72002,50351
2009-08-17,73372,72979,61411
2009-08-18,73372,72367,62677
2009-08-19,73372,72632,63212
2009-08-20,73372,72990,62753
2009-08-21,73372,72990,60753
2009-08-22,73372,70295,53552
2009-08-23,73372,70013,49661
2009-08-24,73372,71070,61245
2009-08-25,73372,71070,60971
2009-08-26,73372,71070,60319
2009-08-27,73372,70690,60444
2009-08-28,73372,70764,61414
2009-08-29,73372,69126,51791
2009-08-30,73372,69216,46285
2009-08-31,73372,70362,56461
2009-09-01,73372,68213,57233
2009-09-02,73372,68106,57800
2009-09-03,73372,68106,58194
2009-09-04,73372,67845,58476
2009-09-05,73372,65528,53402
2009-09-06,73372,66109,49616
2009-09-07,73372,67097,60624
2009-09-08,73372,66557,59386
2009-09-09,73372,67750,59138
2009-09-10,73372,68185,58242
2009-09-11,733720,67882,56799
2009-09-12,73372,66462,50159
2009-09-13,73372,65799,47118
2009-09-14,73372,67611,55318
2009-09-15,73372,67611,55619
2009-09-16,73372,67363,55970
2009-09-17,73372,68053,55850
2009-09-18,73372,68053,56575
2009-09-19,73372,65822,50143
2009-09-20,73372,66489,46946
2009-09-21,73372,67827,55221
2009-09-22,73372,68331,55412
2009-09-23,73372,67839,55676
2009-09-24,73372,68310,55939
2009-09-25,73372,69003,55228
2009-09-26,73372,68824,50805
2009-09-27,73372,68378,47568
2009-09-28,73372,69374,55590
2009-09-29,73372,69374,55733
2009-09-30,73372,69747,55410
2009-10-01,73146,68493,51529
2009-10-02,73146,68090,40891
2009-10-03,73146,68090,37110
2009-10-04,73146,68090,39607
2009-10-05,73146,67412,46447
2009-10-06,73146,68264,52468
2009-10-07,73146,67491,53223
2009-10-09,73146,68332,53558
2009-10-10,73146,66522,48378
2009-10-11,73146,66784,46152
2009-10-12,73146,66398,54006
2009-10-13,73146,66039,54584
2009-10-14,73146,66627,53812
2009-10-15,73146,66327,54511
2009-10-16,73146,66196,54176
2009-10-17,73146,65846,48159
2009-10-18,73146,65423,46121
2009-10-19,73146,67205,54576
2009-10-20,73146,67205,54543
2009-10-21,73146,66967,54101
2009-10-22,73146,67487,55068
2009-10-23,73146,67509,54448
2009-10-24,73146,65211,48221
2009-10-25,73146,66261,46506
2009-10-26,73146,67255,54954
2009-10-27,73146,67255,55103
2009-10-28,73146,66470,54582
2009-10-29,73146,65535,55012
2009-10-30,73146,65638,54501
2009-10-31,73146,64321,48315
2009-11-01,73146,63811,46865
2009-11-02,73146,65484,57910
2009-11-03,73146,66463,58414
2009-11-04,73146,65939,56250
2009-11-05,73146,66988,55675
2009-11-06,73146,66997,55063
2009-11-07,73146,66997,48893
2009-11-08,73146,68177,47440
2009-11-09,73146,68283,55501
2009-11-10,73146,68228,55965
2009-11-11,73146,68490,56084
2009-11-12,73146,68868,56798
2009-11-13,73146,68868,56464
2009-11-14,73146,68903,52533
2009-11-15,73146,68150,51343
2009-11-16,73146,68117,61843
2009-11-17,73146,68901,62315
2009-11-18,73146,69092,61941
2009-11-19,73146,69286,61375
2009-11-20,73146,68809,61513
2009-11-21,73146,68554,55343
2009-11-22,73146,68658,52517
2009-11-23,73146,70886,60295
2009-11-24,73146,71178,59548
2009-11-25,73310,71269,60453
2009-11-26,73310,71184,59278
2009-11-27,73310,71075,59078
2009-11-28,73310,71166,53523
2009-11-29,73310,70975,51347
2009-11-30,73310,71426,59776
2009-12-01,73310,71416,59636
2009-12-02,73310,71287,59689
2009-12-03,73310,71263,61007
2009-12-04,73310,71103,60150
2009-12-05,73310,71104,56513
2009-12-06,73310,71393,54280
2009-12-07,73310,71372,63292
2009-12-08,73310,71647,63512
2009-12-09,73310,71683,62766
2009-12-10,73310,71604,61752
2009-12-11,73310,71446,60076
2009-12-12,73310,70783,54639
2009-12-13,73310,71414,53008
2009-12-14,73310,71821,63035
2009-12-15,73310,71821,64991
2009-12-16,73310,71416,65438
2009-12-17,73310,71641,66619
2009-12-18,73310,72071,66797
2009-12-19,73310,70195,60368
2009-12-20,73310,70303,57317
2009-12-21,73310,70883,66430
2009-12-22,73310,70589,64988
2009-12-23,73310,70390,62605
2009-12-24,73470,70343,63089
2009-12-25,73470,71335,56855
2009-12-26,73470,70900,57698
2009-12-27,73470,71100,56908
2009-12-28,73470,71109,66250
2009-12-29,73470,71569,66175
2009-12-30,73470,72344,64103
2009-12-31,73470,72336,63023
2010-01-01,73470,72003,56391
2010-01-02,73470,71953,55470
2010-01-03,73470,71958,55581
2010-01-04,73470,72688,66149
2010-01-05,73470,72770,66901
2010-01-06,73470,72580,67855
2010-01-07,73470,72963,68273
2010-01-08,73470,72963,68555
2010-01-09,73470,72328,61277
2010-01-10,73470,73604,57900
2010-01-11,73470,73430,68202
2010-01-12,73470,72957,68758
2010-01-13,73470,73722,68963
2010-01-14,73470,74014,68937
2010-01-15,73470,73454,68539
2010-01-16,73470,73621,61076
2010-01-17,73470,72987,58140
2010-01-18,73470,73018,67347
2010-01-19,73470,73627,66095
2010-01-20,73470,73687,63608
2010-01-21,73470,73750,64783
2010-01-22,73470,74651,66357
2010-01-23,73470,74292,59704
2010-01-24,73470,74651,56835
2010-01-25,73470,74410,65677
2010-01-26,73470,74520,66754
2010-01-27,73470,73990,65585
2010-01-28,73470,73730,63737
2010-01-29,73470,73980,65033
2010-01-30,73470,73965,58093
2010-01-31,73470,73570,54660
2010-02-01,73470,72520,64747
2010-02-02,73470,73290,65362
2010-02-03,73470,73013,67158
2010-02-04,73470,73400,66878
2010-02-05,73470,73400,66347
2010-02-06,73470,73400,60583
2010-02-07,73470,73160,56968
2010-02-08,73470,73594,65554
2010-02-09,73470,73196,64692
2010-02-10,73470,73117,63648
2010-02-11,73470,73126,64432
2010-02-12,73470,73173,62160
2010-02-13,73470,72725,53947
2010-02-14,73470,72433,48762
2010-02-15,73470,71807,51038
2010-02-16,73470,71097,56551
2010-02-17,73470,70591,63991
2010-02-18,73470,71077,64717
2010-02-19,73470,70957,64530
2010-02-20,73470,69646,57670
2010-02-21,73470,69099,53941
2010-02-22,73470,70184,62072
2010-02-23,73470,70136,60745
2010-02-24,73470,69368,58871
2010-02-25,73470,69285,58443
2010-02-26,73470,69847,57875
2010-02-27,73470,68945,53514
2010-02-28,73470,68404,50703
2010-03-01,73470,68719,54174
2010-03-02,73470,69389,61058
2010-03-03,73470,69378,60567
2010-03-04,73470,69390,60678
2010-03-05,73470,69019,59940
2010-03-06,73470,67090,54973
2010-03-07,73470,67141,52649
2010-03-08,734700,68264,60869
2010-03-09,73470,68115,61719
2010-03-10,73470,68648,63520
2010-03-11,73470,68510,61714
2010-03-12,73470,68437,60238
2010-03-13,73470,66136,54685
2010-03-14,73470,65855,51175
2010-03-15,73470,66977,59614
2010-03-16,73470,67329,60522
2010-03-17,73470,67364,60693
2010-03-18,73470,67441,61895
2010-03-19,73470,67228,60987
2010-03-20,73470,67548,54215
2010-03-21,73470,68240,52065
2010-03-22,73470,67457,61342
2010-03-23,73470,67187,61085
2010-03-24,73470,66934,58629
2010-03-24,73470,66934,58629
2010-03-25,73470,67308,60204
2010-03-26,73470,67762,60478
2010-03-27,73470,66048,54334
2010-03-28,73470,65767,51532
2010-03-29,73470,66169,58571
2010-03-30,73470,66887,58949
2010-03-31,73470,66092,59738
2010-04-01,73470,66370,58130
2010-04-02,73470,65878,57662
2010-04-03,73470,63738,53429
2010-04-04,73470,63672,50063
2010-04-05,73470,64464,55671
2010-04-06,73470,64654,56978
2010-04-07,73470,65116,56624
2010-04-08,73470,65348,56916
2010-04-09,73470,64561,55600
2010-04-10,73470,64640,51203
2010-04-11,73673,64719,48636
2010-04-12,73673,64150,56017
2010-04-13,73673,64537,58181
2010-04-14,73673,64619,58304
2010-04-15,73673,64862,58131
2010-04-16,73673,64676,56590
2010-04-17,73673,65931,52212
2010-04-18,73673,66110,49721
2010-04-19,73673,66281,55814
2010-04-20,73673,66163,55078
2010-04-21,73673,66163,55520
2010-04-21,73673,66163,55520
2010-04-22,73673,66539,56553
2010-04-23,73673,66660,55370
2010-04-24,73673,65635,51033
2010-04-25,73673,65955,48521
2010-04-26,73673,65997,56083
2010-04-27,73673,64426,56387
2010-04-28,73673,65956,58766
2010-04-29,73673,66532,56313
2010-04-30,73673,66437,55018
2010-05-01,73673,66373,49267
2010-05-02,73673,65730,47824
2010-05-03,73673,65147,54328
2010-05-04,73673,65002,54128
2010-05-05,73673,64866,50631
2010-05-06,73673,64845,54703
2010-05-07,73673,64288,53512
2010-05-08,73673,64308,49220
2010-05-09,73673,64822,46677
2010-05-10,73673,63967,53919
2010-05-11,73673,63467,54209
2010-05-12,73673,63467,53564
2010-05-13,73673,64167,53707
2010-05-14,73673,63917,53540
2010-05-15,73673,63466,49725
2010-05-16,73673,64832,46502
2010-05-17,73673,64872,54482
2010-05-18,73673,65153,55244
2010-05-19,73673,64952,54308
2010-05-20,73673,65579,55393
2010-05-21,73673,65652,51089
2010-05-22,73673,64564,48959
2010-05-23,73673,65243,46849
2010-05-24,74407,64376,54076
2010-05-25,74407,63713,54352
2010-05-26,74407,64079,54148
2010-05-27,74407,64476,54253
2010-05-28,74407,64507,54403
2010-05-29,74407,63715,50137
2010-05-30,74407,63879,46909
2010-05-31,74407,64018,53838
2010-06-01,74407,64558,54197
2010-06-02,74407,66353,51954
2010-06-03,74407,65557,56224
2010-06-04,74407,65463,57021
2010-06-05,74407,65237,52282
2010-06-06,74407,65986,48278
2010-06-07,74407,66816,59364
2010-06-08,74407,66771,59341
2010-06-09,74407,67054,60564
2010-06-10,74407,67316,61464
2010-06-11,74407,67509,60497
2010-06-12,74407,67486,52380
2010-06-13,74407,67481,49237
2010-06-14,74407,68009,59693
2010-06-15,74407,68403,61656
2010-06-16,74407,69734,60091
2010-06-17,74407,70005,62269
2010-06-18,74407,70465,62479
2010-06-19,74407,70626,54962
2010-06-20,74407,70076,49737
2010-06-21,74407,71088,61058
2010-06-22,74407,71396,60265
2010-06-23,74407,71246,60629
2010-06-24,74407,71288,62130
2010-06-25,74407,71565,62828
2010-06-26,74407,71488,54224
2010-06-27,74407,70617,49412
2010-06-28,74407,72153,61810
2010-06-29,74407,72343,62699
2010-06-30,74407,72763,62044
2010-07-01,74407,72754,63274
2010-07-02,74407,72728,63277
2010-07-03,74407,71769,56545
2010-07-04,74407,72006,52044
2010-07-05,74407,72195,64587
2010-07-06,74407,71849,65025
2010-07-07,74407,71285,64839
2010-07-08,74407,72801,63493
2010-07-09,74407,72953,63904
2010-07-10,74407,72026,56927
2010-07-11,74407,71918,50322
2010-07-12,74407,73805,62649
2010-07-13,74407,73868,63409
2010-07-14,74407,73839,63985
2010-07-15,74407,73358,64795
2010-07-16,74407,71623,63439
2010-07-17,74407,72067,56700
2010-07-18,74407,72962,53048
2010-07-19,74407,73810,65683
2010-07-20,74407,73810,67008
2010-07-21,74407,73815,66850
2010-07-22,74407,73325,67619
2010-07-23,74407,72742,63799
2010-07-24,74407,72905,58717
2010-07-25,74407,73815,53154
2010-07-26,74407,73270,65445
2010-07-27,74407,73270,67323
2010-07-28,74407,73270,64904
2010-07-29,74407,73270,66192
2010-07-30,74407,73155,64812
2010-07-31,74407,72301,54739
2010-08-01,74407,72884,53946
2010-08-02,74407,73559,58915
2010-08-03,74407,73820,58086
2010-08-04,74407,73820,62663
2010-08-05,74407,73820,66609
2010-08-06,74407,73820,65633
2010-08-07,74407,73193,59045
2010-08-08,74407,73103,54975
2010-08-09,74407,73569,67287
2010-08-10,74407,73569,65800
2010-08-11,74407,72696,65206
2010-08-12,74407,73569,63461
2010-08-13,74407,73211,65504
2010-08-14,74407,72521,58726
2010-08-15,74407,72834,54015
2010-08-16,74407,72421,63646
2010-08-17,74407,73259,64676
2010-08-18,74407,73574,67452
2010-08-19,74407,73574,68493
2010-08-20,74407,74344,69886
2010-08-21,74407,73374,64327
2010-08-22,74407,73110,58594
2010-08-23,74407,73966,69404
2010-08-24,74407,73966,66982
2010-08-25,74407,74826,65140
2010-08-26,74407,74579,66283
2010-08-27,74407,73959,67781
2010-08-27,74407,73959,67781
2010-08-28,74407,72038,59400
2010-08-29,74407,73063,54204
2010-08-30,74407,72728,67230
2010-08-31,74407,73053,66242
2010-09-01,74407,73054,68842
2010-09-02,74407,72408,63901
2010-09-03,74407,71936,67802
2010-09-04,74407,70277,62239
2010-09-05,74407,70040,54902
2010-09-06,74407,70785,66362
2010-09-07,74407,70502,63906
2010-09-08,74407,70785,59598
2010-09-09,74407,70785,60665
2010-09-10,74407,70785,64312
2010-09-11,74407,69792,58590
2010-09-12,74407,69801,52039
2010-09-13,74407,70055,62758
2010-09-14,74407,70055,63188
2010-09-15,74407,69590,62527
2010-09-16,74407,69590,62644
2010-09-17,74407,69600,63411
2010-09-18,74407,67123,58479
2010-09-19,74407,67132,52757
2010-09-20,74407,67386,55804
2010-09-21,74407,66730,45151
2010-09-22,74407,67530,38764
2010-09-23,74407,67264,41282
2010-09-24,74407,66645,47132
2010-09-25,74407,66293,48664
2010-09-26,74407,67117,48466
2010-09-27,74407,66591,56095
2010-09-28,74407,66546,56040
2010-09-29,74407,66313,55918
2010-09-30,74407,67634,56247
2010-10-01,74407,67372,55938
2010-10-02,74407,67979,51865
2010-10-03,74407,67125,48264
2010-10-04,74407,66662,56515
2010-10-05,74407,67170,56438
2010-10-06,74407,67306,56475
2010-10-07,75712,66599,57373
2010-10-08,75712,66764,57084
2010-10-09,75712,65585,50452
2010-10-10,75712,67086,48332
2010-10-11,75712,66687,57773
2010-10-12,75712,66696,57712
2010-10-13,75712,66453,57364
2010-10-14,75712,66480,57818
2010-10-15,75712,65087,57057
2010-10-16,75712,63972,51213
2010-10-17,75712,64677,48850
2010-10-18,75712,64413,57601
2010-10-19,75712,64649,58124
2010-10-20,75712,65503,57494
2010-10-21,75712,65312,58268
2010-10-22,75712,65365,57184
2010-10-23,75712,66025,50843
2010-10-24,75712,65553,49157
2010-10-25,75712,66551,58170
2010-10-26,75712,67227,60330
2010-10-27,75712,67067,59328
2010-10-28,75712,66474,60003
2010-10-29,75816,67129,58414
2010-10-30,75816,65889,51919
2010-10-31,75816,67248,50057
2010-11-01,75816,66881,58325
2010-11-02,75816,66577,60444
2010-11-03,75816,66780,59648
2010-11-04,75816,67048,60006
2010-11-05,75816,67867,58874
2010-11-06,75816,67841,53375
2010-11-07,75816,68485,50906
2010-11-08,75816,68504,61506
2010-11-09,75816,69379,62623
2010-11-10,75816,70421,60837
2010-11-11,75816,70561,60749
2010-11-12,75816,70319,60282
2010-11-13,75816,69656,54292
2010-11-14,75816,69385,52299
2010-11-15,75950,70598,63009
2010-11-16,75950,70958,63204
2010-11-17,75950,71258,61785
2010-11-18,75950,71034,62482
2010-11-19,75950,70957,62270
2010-11-20,75950,70072,56191
2010-11-21,75950,70916,52209
2010-11-22,75950,71197,62052
2010-11-23,75950,71315,62576
2010-11-24,75950,71467,61352
2010-11-25,75950,71401,63802
2010-11-26,75950,71410,64100
2010-11-27,75950,70695,58710
2010-11-28,75950,71622,55891
2010-11-29,75950,71710,64984
2010-11-30,75950,71431,63154
2010-12-01,76078,71441,62842
2010-12-02,76078,72137,62690
2010-12-03,76078,72131,65414
2010-12-04,76078,71960,59111
2010-12-05,76078,72040,54345
2010-12-06,76078,72430,65324
2010-12-07,76078,72721,66728
2010-12-08,76078,73573,67295
2010-12-09,76078,73942,67817
2010-12-10,76078,73975,67505
2010-12-11,76078,73558,60423
2010-12-12,76078,73283,57531
2010-12-13,76078,73326,68739
2010-12-14,76078,74371,69614
2010-12-15,76078,75747,71308
2010-12-16,76078,75752,71258
2010-12-17,76078,75763,71060
2010-12-18,76078,72660,62928
2010-12-19,76078,71476,57830
2010-12-20,76078,74551,66377
2010-12-21,76078,74687,67445
2010-12-22,76078,73441,66055
2010-12-23,76078,73962,67320
2010-12-24,76078,74312,69950
2010-12-25,76078,73416,63874
2010-12-26,76078,72246,60856
2010-12-27,76078,75184,70107
2010-12-28,76078,75184,70018
2010-12-29,76078,75213,69708
2010-12-30,76078,75631,69000
2010-12-31,76078,75332,67331
2011-01-01,76078,75003,59796
2011-01-02,76078,75102,59173
2011-01-03,76131,75170,70868
2011-01-04,76131,75045,70869
2011-01-05,76131,75160,70073
2011-01-06,76131,76054,71285
2011-01-07,76131,75931,71423
2011-01-08,76131,74730,65100
2011-01-09,76131,75239,61861
2011-01-10,76131,75910,71840
2011-01-11,76131,76000,71687
2011-01-12,76131,76000,71785
2011-01-13,76131,76201,71783
2011-01-14,76131,76125,71569
2011-01-15,76131,75475,66923
2011-01-16,76131,75475,64446
2011-01-17,76131,77179,73137
2011-01-18,76131,76844,72433
2011-01-19,76131,76865,72223
2011-01-20,76131,76831,71918
2011-01-21,76131,76298,71910
2011-01-22,76131,76688,65505
2011-01-23,76131,76968,62263
2011-01-24,76131,77512,71913
2011-01-25,76131,77090,72344
2011-01-26,76131,77422,72292
2011-01-27,76131,77422,73014
2011-01-28,76649,77422,72274
2011-01-29,76649,76763,66813
2011-01-30,76649,76673,64028
2011-01-31,76649,76972,71555
2011-02-01,76649,78294,67396
2011-02-02,76649,78597,58340
2011-02-03,76649,79021,50796
2011-02-04,76649,77676,52817
2011-02-05,76649,76602,55570
2011-02-06,76649,76780,57142
2011-02-07,76649,76839,68498
2011-02-08,76649,76452,68791
2011-02-09,76649,76919,67876
2011-02-10,76649,77439,70087
2011-02-11,76649,77220,69597
2011-02-12,76649,74682,63786
2011-02-13,76649,75607,60087
2011-02-14,76649,75729,71002
2011-02-15,76649,76252,69913
2011-02-16,76649,75367,69763
2011-02-17,76649,75664,68750
2011-02-18,76649,74624,67796
2011-02-19,76649,73843,61327
2011-02-20,76649,73843,57482
2011-02-21,76649,73121,65622
2011-02-22,76649,73583,64954
2011-02-23,76649,73969,64759
2011-02-24,76649,74041,63250
2011-02-25,77235,75939,64032
2011-02-26,77235,72225,58402
2011-02-27,77235,72609,55444
2011-02-28,77235,71826,65290
2011-03-01,77235,71681,60454
2011-03-02,77235,71183,66746
2011-03-03,78235,72173,67310
2011-03-04,78235,72432,67320
2011-03-05,78235,70323,61100
2011-03-06,78235,70323,55736
2011-03-07,78235,71237,65700
2011-03-08,78235,71499,65497
2011-03-09,78235,71619,65762
2011-03-10,78235,71269,66221
2011-03-11,78235,71794,64038
2011-03-12,78235,69160,57908
2011-03-13,78235,70301,53341
2011-03-14,78235,70626,62730
2011-03-15,78235,70834,64101
2011-03-16,78235,70669,65532
2011-03-17,78235,70766,65740
2011-03-18,78235,70766,64124
2011-03-19,78235,69988,57109
2011-03-20,78235,70359,53881
2011-03-21,78235,70000,61855
2011-03-22,78235,69867,63654
2011-03-23,78235,70522,64073
2011-03-24,78235,69663,63658
2011-03-25,78235,70293,64447
2011-03-26,78235,68950,57412
2011-03-27,78235,68950,53874
2011-03-28,78235,70021,62884
2011-03-29,78235,69637,63256
2011-03-30,78235,70092,61571
2011-03-31,78235,69709,60600
2011-04-01,78235,69733,59252
2011-04-02,78235,69181,55482
