"		108",서울,2001.6.18,91.1,85
"		108",서울,2001.6.19,79,57
"		108",서울,2001.6.20,73,47
"		108",서울,2001.6.21,79.5,65
"		108",서울,2001.6.22,77.5,59
"		108",서울,2001.6.23,83.8,67
"		108",서울,2001.6.24,89.3,79
"		108",서울,2001.6.25,77.3,52
"		108",서울,2001.6.26,76.6,60
"		108",서울,2001.6.27,90.6,86
"		108",서울,2001.6.28,77.4,56
"		108",서울,2001.6.29,90.4,80
"		108",서울,2001.6.30,92.1,87
"		108",서울,2001.7.1,84.8,61
"		108",서울,2001.7.2,82.4,65
"		108",서울,2001.7.3,87.6,80
"		108",서울,2001.7.4,74.3,53
"		108",서울,2001.7.5,84.3,70
"		108",서울,2001.7.6,69.9,43
"		108",서울,2001.7.7,72.4,53
"		108",서울,2001.7.8,72,44
"		108",서울,2001.7.9,68.6,47
"		108",서울,2001.7.10,86,59
"		108",서울,2001.7.11,83.4,55
"		108",서울,2001.7.12,72.5,46
"		108",서울,2001.7.13,64.3,44
"		108",서울,2001.7.14,82.8,67
"		108",서울,2001.7.15,87,72
"		108",서울,2001.7.16,68.6,47
"		108",서울,2001.7.17,55.6,37
"		108",서울,2001.7.18,56.8,39
"		108",서울,2001.7.19,68,46
"		108",서울,2001.7.20,77.3,64
"		108",서울,2001.7.21,82.6,76
"		108",서울,2001.7.22,82.8,75
"		108",서울,2001.7.23,76.8,48
"		108",서울,2001.7.24,73.4,54
"		108",서울,2001.7.25,69,53
"		108",서울,2001.7.26,73.5,49
"		108",서울,2001.7.27,68.4,48
"		108",서울,2001.7.28,68.5,54
"		108",서울,2001.7.29,84.5,66
"		108",서울,2001.7.30,84.5,75
"		108",서울,2001.7.31,83.6,65
"		108",서울,2001.8.1,84.4,63
"		108",서울,2001.8.2,72.1,52
"		108",서울,2001.8.3,72.4,57
"		108",서울,2001.8.4,68.3,51
"		108",서울,2001.8.5,69.8,47
"		108",서울,2001.8.6,72,53
"		108",서울,2001.8.7,86,56
"		108",서울,2001.8.8,78.6,55
"		108",서울,2001.8.9,69.1,41
"		108",서울,2001.8.10,65.4,50
"		108",서울,2001.8.11,66,47
"		108",서울,2001.8.12,59.4,54
"		108",서울,2001.8.13,84.6,55
"		108",서울,2001.8.14,81.9,66
"		108",서울,2001.8.15,87.9,69
"		108",서울,2001.8.16,72.3,45
"		108",서울,2001.8.17,63.1,37
"		108",서울,2001.8.18,59.8,43
"		108",서울,2001.8.19,60.1,49
"		108",서울,2001.8.20,61.9,48
"		108",서울,2001.8.21,71.9,54
"		108",서울,2001.8.22,71.8,49
"		108",서울,2001.8.23,66.1,38
"		108",서울,2001.8.24,61,29
"		108",서울,2001.8.25,65.3,43
"		108",서울,2001.8.26,59,39
"		108",서울,2001.8.27,50.5,30
"		108",서울,2001.8.28,52.1,33
"		108",서울,2001.8.29,70,50
"		108",서울,2001.8.30,65.3,39
"		108",서울,2001.8.31,67.3,42
"		108",서울,2001.9.1,56.5,26
"		108",서울,2001.9.2,45.9,31
"		108",서울,2001.9.3,54.9,34
"		108",서울,2001.9.4,63.6,47
"		108",서울,2001.9.5,68.5,50
"		108",서울,2001.9.6,81,54
"		108",서울,2001.9.7,62.4,43
"		108",서울,2001.9.8,62.4,49
"		108",서울,2001.9.9,69.1,57
"		108",서울,2001.9.10,57.1,44
"		108",서울,2001.9.11,51.4,33
"		108",서울,2001.9.12,50.3,35
"		108",서울,2001.9.13,52.4,37
"		108",서울,2001.9.14,57.5,46
"		108",서울,2001.9.15,51.4,26
"		108",서울,2001.9.16,57.6,31
"		108",서울,2001.9.17,73.1,42
"		108",서울,2001.9.18,52.8,20
"		108",서울,2001.9.19,54.1,35
"		108",서울,2001.9.20,60.1,34
"		108",서울,2001.9.21,45.9,33
"		108",서울,2001.9.22,41.4,22
"		108",서울,2001.9.23,57.1,32
"		108",서울,2001.9.24,66.8,36
"		108",서울,2001.9.25,60.3,36
"		108",서울,2001.9.26,55.3,30
"		108",서울,2001.9.27,51,21
"		108",서울,2001.9.28,48.5,25
"		108",서울,2001.9.29,53.3,38
"		108",서울,2001.9.30,82.4,50
"		108",서울,2001.10.1,88.3,71
"		108",서울,2001.10.2,72.9,39
"		108",서울,2001.10.3,72.1,47
"		108",서울,2001.10.4,76.1,64
"		108",서울,2001.10.5,66.9,43
"		108",서울,2001.10.6,64.3,42
"		108",서울,2001.10.7,54.8,37
"		108",서울,2001.10.8,57.3,45
"		108",서울,2001.10.9,84,63
"		108",서울,2001.10.10,88,77
"		108",서울,2001.10.11,74.3,49
"		108",서울,2001.10.12,65,45
"		108",서울,2001.10.13,69,32
"		108",서울,2001.10.14,62.8,25
"		108",서울,2001.10.15,69.9,58
"		108",서울,2001.10.16,61.6,33
"		108",서울,2001.10.17,33.3,22
"		108",서울,2001.10.18,54.1,37
"		108",서울,2001.10.19,59,27
"		108",서울,2001.10.20,54,32
"		108",서울,2001.10.21,53.3,21
"		108",서울,2001.10.22,56.6,27
"		108",서울,2001.10.23,66.5,32
"		108",서울,2001.10.24,64,26
"		108",서울,2001.10.25,63.8,46
"		108",서울,2001.10.26,70.8,51
"		108",서울,2001.10.27,71.3,52
"		108",서울,2001.10.28,57.8,31
"		108",서울,2001.10.29,57.8,42
"		108",서울,2001.10.30,68.5,53
"		108",서울,2001.10.31,65.9,50
"		108",서울,2001.11.1,55.9,17
"		108",서울,2001.11.2,44,18
"		108",서울,2001.11.3,44.6,21
"		108",서울,2001.11.4,47.6,27
"		108",서울,2001.11.5,69,54
"		108",서울,2001.11.6,53.4,37
"		108",서울,2001.11.7,54.3,24
"		108",서울,2001.11.8,69.1,47
"		108",서울,2001.11.9,69.9,41
"		108",서울,2001.11.10,63.4,36
"		108",서울,2001.11.11,70.1,50
"		108",서울,2001.11.12,48.5,22
"		108",서울,2001.11.13,35.3,19
"		108",서울,2001.11.14,38,17
